N0,state,date,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,-9
10.9,ohio,d_19890701,0,0,0,0,0,89.2,82,47.1,26.6,3.9,0
38.2,oklahoma,d_19890701,0,0,0,0,0,61.8,38.3,12.4,3.7,0.3,0
48.5,oregon,d_19890701,1.5,0,0,0,0,50,24.6,0.9,0,0,0
12.1,rhode-island,d_19890701,0,0,0,0,0,87.9,69.7,18.2,3.1,0,0
50.1,south-carolina,d_19890701,22.7,9,3.5,2,0,27.2,8.2,0,0,0,0
29.8,south-dakota,d_19890701,67.3,52.5,31.8,14.7,3.9,2.9,0.5,0,0,0,0
1.8,tennessee,d_19890701,0,0,0,0,0,98.2,95.3,84.2,74.5,41.5,0
31.9,texas,d_19890701,40.9,29.9,9.3,2.3,0,27.2,22,12.8,8.7,3.3,0
24,utah,d_19890701,75.9,53.3,9.2,0.5,0,0.1,0,0,0,0,0
72.6,vermont,d_19890701,4.6,0.6,0,0,0,22.8,7.3,0,0,0,0
10.3,virginia,d_19890701,0.1,0,0,0,0,89.6,77.9,34.8,14.1,0.5,0
80.4,washington,d_19890701,5.6,0.3,0,0,0,14.1,0.2,0,0,0,0
16.6,west-virginia,d_19890701,0.3,0,0,0,0,83.1,70.6,48.3,27.9,5.7,0
44.6,wisconsin,d_19890701,55,28.8,10.5,5.4,0,0.4,0,0,0,0,0
44.1,wyoming,d_19890701,44.4,28.5,7.3,2,0.1,11.4,3.7,0.8,0,0,0
46.8,alabama,d_19890801,5.8,0.4,0,0,0,47.4,33.4,15.2,6.3,0.9,0
11.3,arizona,d_19890801,87,71.4,33.4,15.7,1.5,1.7,1.3,0.5,0,0,0
21.9,arkansas,d_19890801,0,0,0,0,0,78.2,57.6,32.3,21.5,8,0
24.7,california,d_19890801,74.9,47,8.1,1.9,1.1,0.3,0.2,0,0,0,0
44.1,colorado,d_19890801,50.2,32.3,6.4,0.8,0,5.8,3.6,0.5,0,0,0
7.1,connecticut,d_19890801,0,0,0,0,0,92.9,76.5,13,1.1,0,0
0,delaware,d_19890801,0,0,0,0,0,100,100,92.7,58.2,0,0
0,district-of-columbia,d_19890801,0,0,0,0,0,100,37,0,0,0,0
21.5,florida,d_19890801,77.3,69.2,44.9,20.8,2.6,1.2,0.1,0,0,0,0
55.2,georgia,d_19890801,30.3,19.9,4.7,1.3,0,14.5,8.8,1,0,0,0
62.7,idaho,d_19890801,33.1,6.6,0,0,0,4.1,0.5,0,0,0,0
27.2,illinois,d_19890801,57.7,37.4,9.2,0.3,0,15.1,10.4,1.9,0.2,0,0
27,indiana,d_19890801,9.6,4,0.2,0,0,63.3,54.8,32.5,12.5,1.6,0
7.6,iowa,d_19890801,92.5,80,45.7,30.1,10.9,0,0,0,0,0,0
45.7,kansas,d_19890801,18,6.8,0.2,0,0,36.4,22,10.6,6.2,0.4,0
0,kentucky,d_19890801,0,0,0,0,0,100,97.8,70.4,39.9,11.4,0
12.2,louisiana,d_19890801,12.7,8.9,5.9,2.9,0.8,75.1,71.3,54.3,38.2,18.9,0
65.2,maine,d_19890801,31.7,15.3,5.5,3.6,1.1,3.1,0,0,0,0,0
17.6,maryland,d_19890801,0,0,0,0,0,82.4,72.7,35,9.6,0,0
58.7,massachusetts,d_19890801,7.5,0,0,0,0,33.8,9.6,0,0,0,0
52,michigan,d_19890801,40.9,26.8,9.7,5.7,1.8,7.1,2.2,0.2,0,0,0
58.9,minnesota,d_19890801,35.5,18.3,2.7,0.9,0.2,5.5,2.4,0.3,0.1,0,0
28.8,mississippi,d_19890801,4.9,0.6,0,0,0,66.4,56.4,37.8,22,8.6,0
67.6,missouri,d_19890801,21.2,7.5,0.3,0,0,11.1,5.7,0.3,0,0,0
39.9,montana,d_19890801,4.9,0.9,0,0,0,55.2,40.9,14.8,5.7,0.5,0
15.8,nebraska,d_19890801,83.7,72.5,54.3,44.4,29.9,0.4,0,0,0,0,0
53.4,nevada,d_19890801,45.6,24.6,8.9,3.6,1,1,0.1,0,0,0,0
89.3,new-hampshire,d_19890801,3.8,0,0,0,0,6.9,0.5,0,0,0,0
21.8,new-jersey,d_19890801,0,0,0,0,0,78.3,63.5,24.8,12.4,0.9,0
47.8,new-mexico,d_19890801,44.7,27.2,9.1,2.9,0.5,7.4,1.2,0,0,0,0
65.7,new-york,d_19890801,20.1,8.1,0.9,0.1,0,14.2,5.1,2.6,2.4,0.9,0
41.5,north-carolina,d_19890801,1.9,1,0.4,0.1,0,56.5,45.6,29.7,16.3,4.3,0
55.7,north-dakota,d_19890801,41.6,23.8,5.2,1.3,0,2.7,0,0,0,0,0
27.7,ohio,d_19890801,5.2,0.2,0,0,0,67,55.1,33.7,19.6,7,0
21.4,oklahoma,d_19890801,0,0,0,0,0,78.7,52.6,15.1,5.9,1.6,0
60,oregon,d_19890801,16.8,5.2,0.1,0,0,23.2,11.6,0.9,0,0,0
33.8,rhode-island,d_19890801,0,0,0,0,0,66.2,40.9,0.2,0,0,0
66.5,south-carolina,d_19890801,21.1,11.5,1.4,0.2,0,12.4,2.1,0,0,0,0
28.6,south-dakota,d_19890801,67.4,56.7,40.9,26.5,7.2,4.1,1.3,0,0,0,0
3.5,tennessee,d_19890801,0.2,0,0,0,0,96.3,93,73.6,47.2,11.4,0
35,texas,d_19890801,28.3,18.3,3.8,0.6,0,36.6,27.8,16,10,4,0
27.1,utah,d_19890801,72.9,41.7,8.4,1.1,0,0,0,0,0,0,0
71.2,vermont,d_19890801,12.8,5.3,0.1,0,0,16,0.1,0,0,0,0
19.3,virginia,d_19890801,0.6,0.2,0,0,0,80,53.9,18.7,6.4,0.4,0
53.5,washington,d_19890801,37.4,12.3,0,0,0,9.1,1.7,0.1,0,0,0
14.8,west-virginia,d_19890801,0.1,0,0,0,0,85,75.1,53.5,36.3,7.3,0
28.1,wisconsin,d_19890801,71.6,60.2,30.8,16.6,2.3,0.3,0,0,0,0,0
48.4,wyoming,d_19890801,46.4,29.2,7.8,1.7,0,5.1,0.8,0,0,0,0
37.7,alabama,d_19890901,1.4,0,0,0,0,61,53,33.7,24.2,11.6,0
8.9,arizona,d_19890901,89.3,76,43.3,25.2,6.2,1.7,1.3,0.6,0,0,0
18.2,arkansas,d_19890901,0,0,0,0,0,81.8,70.6,39.4,24.1,11,0
33.8,california,d_19890901,61.8,39.5,8.8,2.6,0.7,4.4,0.7,0,0,0,0
41.3,colorado,d_19890901,50.3,33.7,14.4,4.9,0.3,8.5,5.4,1.2,0,0,0
0,connecticut,d_19890901,0,0,0,0,0,100,97.8,71.5,24.2,1.3,0
0,delaware,d_19890901,0,0,0,0,0,100,100,100,100,84.5,0
0,district-of-columbia,d_19890901,0,0,0,0,0,100,100,74.2,0,0,0
30.3,florida,d_19890901,65.1,53.4,23.6,9.2,2.8,4.7,1.9,0,0,0,0
38.3,georgia,d_19890901,19,8.3,0.6,0,0,42.6,30,14.3,8.7,3.5,0
71.4,idaho,d_19890901,16.6,3,0,0,0,12,5.3,0.1,0,0,0
47.9,illinois,d_19890901,34.5,20.4,6.2,0,0,17.6,13.7,3.8,1.7,0.6,0
26.5,indiana,d_19890901,3.5,0.7,0,0,0,70.1,65.3,54.3,27.7,2.3,0
28,iowa,d_19890901,70.4,56.9,32.9,19.7,9.3,1.6,0,0,0,0,0
55.7,kansas,d_19890901,5.6,1.3,0,0,0,38.7,28.3,12.8,7,0.8,0
0,kentucky,d_19890901,0,0,0,0,0,100,99.9,90.2,64.7,24,0
12.5,louisiana,d_19890901,12,9.5,5.1,2.2,0.5,75.4,66.4,42.1,29.9,14.8,0
54.2,maine,d_19890901,14.3,8.6,3.4,1.4,0,31.6,11.9,0,0,0,0
12.4,maryland,d_19890901,0,0,0,0,0,87.5,81.7,68.1,46.3,23,0
17.7,massachusetts,d_19890901,0,0,0,0,0,82.4,53.7,11.7,1.2,0,0
28.4,michigan,d_19890901,60.9,50,33.8,20.9,8.2,10.7,4.2,0.3,0,0,0
57.3,minnesota,d_19890901,38.3,21.4,3.7,1.1,0.4,4.4,1.2,0,0,0,0
16.7,mississippi,d_19890901,2.8,0,0,0,0,80.4,64.9,50.3,44.5,26.2,0
49.7,missouri,d_19890901,40.2,13.5,0.9,0.1,0,10.1,6.3,0.7,0,0,0
43.6,montana,d_19890901,10.6,4.1,0.4,0,0,45.8,33.5,12.6,3.8,0.3,0
31.9,nebraska,d_19890901,67.4,54.9,37.9,29.7,16,0.7,0,0,0,0,0
55.7,nevada,d_19890901,37.9,23.6,7.1,2,0,6.5,2.2,0,0,0,0
68.3,new-hampshire,d_19890901,0,0,0,0,0,31.6,9.8,0,0,0,0
0,new-jersey,d_19890901,0,0,0,0,0,100,99.7,84.9,69.6,43,0
43.8,new-mexico,d_19890901,49.9,31.6,13.6,6.5,1.4,6.2,2,0,0,0,0
42.3,new-york,d_19890901,3.4,1.2,0,0,0,54.3,27.7,6,3.3,2.6,0
8.9,north-carolina,d_19890901,0,0,0,0,0,91.1,81.6,55.3,37.8,14.6,0
36.1,north-dakota,d_19890901,63.9,39.3,10.9,3.1,0,0,0,0,0,0,0
20.7,ohio,d_19890901,0.6,0,0,0,0,78.6,60.4,37.7,22.6,10.5,0
12.7,oklahoma,d_19890901,0,0,0,0,0,87.4,71.6,25.3,8.9,1.7,0
48.3,oregon,d_19890901,7.3,1.3,0,0,0,44.5,24.5,4.9,0.5,0,0
0,rhode-island,d_19890901,0,0,0,0,0,100.1,91.7,50.3,8.7,0,0
32.9,south-carolina,d_19890901,0.5,0,0,0,0,66.6,44,11,1.1,0,0
38.9,south-dakota,d_19890901,57.8,40.5,17.1,8.2,0.6,3.3,1.2,0,0,0,0
0,tennessee,d_19890901,0,0,0,0,0,100,99.1,95.8,83.9,53.8,0
34.8,texas,d_19890901,28.4,18.7,4.2,1.5,0.2,36.8,28.1,14.1,9.5,3.5,0
18.8,utah,d_19890901,81.2,60.1,21.3,8.9,1.7,0,0,0,0,0,0
24.4,vermont,d_19890901,1.5,0.1,0,0,0,74.1,26.8,0,0,0,0
2.1,virginia,d_19890901,0,0,0,0,0,98,93.4,65.4,41.9,15,0
54.7,washington,d_19890901,30.7,13.8,0.4,0,0,14.6,6.9,0.8,0.1,0,0
4.9,west-virginia,d_19890901,0,0,0,0,0,95,90.8,70.9,57.1,32.6,0
17.7,wisconsin,d_19890901,82.1,70.5,50.2,33.1,20.1,0,0,0,0,0,0
67,wyoming,d_19890901,19.5,8.8,1.1,0.4,0,13.4,4.6,0,0,0,0
27.4,alabama,d_19891001,0.3,0,0,0,0,72.3,62.2,34,21.8,6.5,0
3.4,arizona,d_19891001,95.3,88.2,64,44.4,15.2,1.3,1,0.1,0,0,0
27.6,arkansas,d_19891001,1.9,0,0,0,0,70.5,53.9,23.7,11.9,0.4,0
29,california,d_19891001,43.1,31.3,19.4,14.6,8.4,27.9,16.7,2.4,0.1,0,0
32.2,colorado,d_19891001,61.4,41.7,18.2,8.6,1.2,6.5,3.6,0,0,0,0
0,connecticut,d_19891001,0,0,0,0,0,100.1,100.1,99.5,96.4,79.6,0
0,delaware,d_19891001,0,0,0,0,0,100,100,100,100,100,0
0,district-of-columbia,d_19891001,0,0,0,0,0,100,100,100,79.4,0,0
19.4,florida,d_19891001,67.3,55,26.8,12.8,5.2,13.1,7,1.1,0,0,0
28.7,georgia,d_19891001,5.7,1.5,0,0,0,65.6,51.5,25.2,14.5,4.5,0
79.4,idaho,d_19891001,8.6,1.6,0.1,0,0,11.9,3.4,0,0,0,0
44.6,illinois,d_19891001,40.2,23.8,6.3,0,0,15.1,11.8,2.5,1.4,0.3,0
26.5,indiana,d_19891001,5.4,1.7,0.1,0,0,68.1,63.4,50.4,22.5,2,0
28.4,iowa,d_19891001,70.5,54.9,32.4,21.3,9.6,1.1,0,0,0,0,0
54.9,kansas,d_19891001,11.1,2,0,0,0,33.9,21.9,6.6,1.2,0,0
0,kentucky,d_19891001,0,0,0,0,0,100,99,88.1,73,44.5,0
19.4,louisiana,d_19891001,12.4,9.2,4.3,1.9,0.3,68.2,47.9,22.7,12.3,5,0
48.4,maine,d_19891001,14.1,7.5,0.9,0,0,37.5,14.3,0,0,0,0
3.6,maryland,d_19891001,0,0,0,0,0,96.4,87.5,75.3,66.3,39.6,0
0,massachusetts,d_19891001,0,0,0,0,0,100,93.6,76.7,46.9,15.8,0
29.7,michigan,d_19891001,63.2,53.7,30.2,18.4,4.3,6.8,2.1,0.1,0,0,0
32.5,minnesota,d_19891001,66.4,40,9.4,3,0.2,1.1,0,0,0,0,0
27.7,mississippi,d_19891001,1.1,0,0,0,0,71.2,56.8,38.7,17.8,7.1,0
40.8,missouri,d_19891001,52.1,27.1,2.7,0.9,0,7,3.6,0.3,0,0,0
50.1,montana,d_19891001,7.8,2.5,0.3,0,0,42.2,30.1,9.7,2.7,0.3,0
20,nebraska,d_19891001,79.9,63.8,42.8,34.3,20.7,0.2,0,0,0,0,0
56.8,nevada,d_19891001,31.9,20.5,13.2,6.3,1.2,11.2,7.2,1.5,0,0,0
8,new-hampshire,d_19891001,0,0,0,0,0,91.9,64.2,12.2,3.4,0,0
0,new-jersey,d_19891001,0,0,0,0,0,100,100,99.9,95.1,73.2,0
38.7,new-mexico,d_19891001,57.2,34.2,14.2,7.2,2.9,4.2,0.5,0,0,0,0
25.7,new-york,d_19891001,0.6,0.1,0,0,0,73.8,52,20.2,8.3,3.5,0
4.7,north-carolina,d_19891001,0,0,0,0,0,95.4,89.9,73.1,59.8,38.4,0
23.6,north-dakota,d_19891001,76.1,56.2,28.1,13.5,2.6,0.3,0,0,0,0,0
18.3,ohio,d_19891001,1.5,0,0,0,0,80.3,65.7,35.3,25.5,14.1,0
24.9,oklahoma,d_19891001,0.7,0,0,0,0,74.5,45.4,10,2.6,0.4,0
50.9,oregon,d_19891001,6.5,2.1,0.1,0,0,42.5,24.7,6,0.2,0,0
0,rhode-island,d_19891001,0,0,0,0,0,100,100,100,97.6,59.4,0
11.5,south-carolina,d_19891001,0,0,0,0,0,88.5,66.8,27.4,10.3,1.2,0
42.7,south-dakota,d_19891001,53.3,37.2,16.8,9.1,0.1,4,1.8,0.3,0,0,0
0,tennessee,d_19891001,0,0,0,0,0,99.9,99.2,88.9,69.1,45.9,0
34.9,texas,d_19891001,37.8,27.4,9.4,3.5,0.9,27.3,17.9,8.5,3.5,0.4,0
23.2,utah,d_19891001,76.9,64.8,36.7,15.3,2.2,0,0,0,0,0,0
15,vermont,d_19891001,0,0,0,0,0,85.1,77.7,31,1.8,0,0
0.1,virginia,d_19891001,0,0,0,0,0,99.9,97.7,85.8,67.7,35.6,0
32.6,washington,d_19891001,31.8,20.1,2,0,0,35.7,11.8,0.1,0,0,0
1.3,west-virginia,d_19891001,0,0,0,0,0,98.7,95.9,86.2,71.1,45.1,0
16.1,wisconsin,d_19891001,83.9,64.2,32.3,19.5,7.6,0,0,0,0,0,0
67.7,wyoming,d_19891001,18.5,7.3,1.6,0.8,0.3,13.7,5.1,0,0,0,0
0.4,alabama,d_19891101,0,0,0,0,0,99.7,90.2,49.9,27.9,9.9,0
3.3,arizona,d_19891101,95.2,87,63,47.5,19.8,1.4,1.2,0.7,0,0,0
37.2,arkansas,d_19891101,34.6,24.8,7,1.8,0,28.2,14.7,3.3,0,0,0
17.5,california,d_19891101,46.8,41.3,30.7,21.5,11.3,35.8,25.9,7.3,1.2,0,0
20.2,colorado,d_19891101,74.3,58.9,37.7,27.2,11.8,5.4,2.8,0,0,0,0
0,connecticut,d_19891101,0,0,0,0,0,100.1,100.1,99.5,96.6,82.5,0
0,delaware,d_19891101,0,0,0,0,0,100,100,100,100,94.6,0
0,district-of-columbia,d_19891101,0,0,0,0,0,100,100,99.9,64.7,0,0
23.5,florida,d_19891101,55.7,37.5,16.6,7.7,4.7,20.8,14.6,7.5,3.2,0.4,0
22.8,georgia,d_19891101,3,0.7,0,0,0,74.1,64.8,40.9,24,7.3,0
74.3,idaho,d_19891101,10.1,2.2,0.2,0,0,15.7,7.2,1,0,0,0
36.9,illinois,d_19891101,55.1,32,13.4,1.8,0,8,5.3,1.5,0.6,0,0
30.6,indiana,d_19891101,3.1,1.5,0.1,0,0,66.3,56.2,30.3,10.4,0.1,0
17.9,iowa,d_19891101,81.9,65.7,37.7,23.1,10.7,0.1,0,0,0,0,0
54.3,kansas,d_19891101,16.4,4.2,0,0,0,29.2,17.5,3.4,0.1,0,0
31.3,kentucky,d_19891101,1.4,0.2,0,0,0,67.2,50.5,33.1,24.7,14.9,0
17.9,louisiana,d_19891101,2.2,1.5,0.5,0,0,79.8,62.1,27.4,12.5,4.2,0
34.4,maine,d_19891101,3.6,0,0,0,0,62,38.1,2.7,0,0,0
4.9,maryland,d_19891101,0,0,0,0,0,95,85.1,72.8,60.7,29.2,0
0,massachusetts,d_19891101,0,0,0,0,0,100,99.6,87.9,65.1,26.5,0
22.8,michigan,d_19891101,56.3,46.7,22.6,11.3,1.1,20.9,7.1,0.5,0,0,0
33.9,minnesota,d_19891101,65.7,38.9,8.4,2,0,0.3,0,0,0,0,0
5.9,mississippi,d_19891101,0,0,0,0,0,94.1,75.9,29.5,12.6,3.1,0
18.4,missouri,d_19891101,81.6,60.8,19.5,4.9,0.7,0,0,0,0,0,0
44.8,montana,d_19891101,7.5,2.3,0.2,0,0,47.7,34.7,13.6,3.7,0.4,0
11.4,nebraska,d_19891101,88.5,72.6,48.6,37.2,24.4,0,0,0,0,0,0
57.6,nevada,d_19891101,31.4,19.6,13.3,6.1,1.5,10.9,6.2,2.2,0.2,0,0
2.5,new-hampshire,d_19891101,0,0,0,0,0,97.5,94,28.5,6.1,0.2,0
0,new-jersey,d_19891101,0,0,0,0,0,100,100,99.3,91.5,65.1,0
27.2,new-mexico,d_19891101,71.1,49.3,20.9,13.6,5.8,1.7,0.1,0,0,0,0
8.8,new-york,d_19891101,0,0,0,0,0,91.1,72.7,33.1,14.3,5.1,0
1.7,north-carolina,d_19891101,0,0,0,0,0,98.3,91.1,73.9,58.8,36.7,0
29.6,north-dakota,d_19891101,69.8,49.5,22,7.8,0.4,0.5,0,0,0,0,0
18.9,ohio,d_19891101,0.9,0,0,0,0,80.2,66,26.7,13.9,3.2,0
54.6,oklahoma,d_19891101,6.4,1.9,0,0,0,39,22.3,3.3,1,0,0
63.3,oregon,d_19891101,8.2,2.2,0,0,0,28.4,14.5,0.7,0,0,0
0,rhode-island,d_19891101,0,0,0,0,0,100,100,100,100,84.2,0
3.3,south-carolina,d_19891101,0,0,0,0,0,96.7,83.6,38.4,16.4,3.2,0
44.7,south-dakota,d_19891101,48.2,34.5,16.6,9.7,0.5,7,2.5,0.7,0.1,0,0
12.7,tennessee,d_19891101,0.1,0,0,0,0,87.4,78.3,66.7,52.9,25.7,0
32.4,texas,d_19891101,48.8,34,16.2,7.5,1.2,18.9,11.2,2.9,0.4,0.1,0
17.4,utah,d_19891101,82.7,69.5,48.9,30.1,7.9,0,0,0,0,0,0
10.7,vermont,d_19891101,0,0,0,0,0,89.4,85.7,59.5,19.5,0,0
0.2,virginia,d_19891101,0,0,0,0,0,99.8,97,82.8,65.9,34.8,0
73.3,washington,d_19891101,4.4,0,0,0,0,22.2,3.5,0,0,0,0
1.8,west-virginia,d_19891101,0,0,0,0,0,98.1,96.1,84.5,62.5,28.1,0
16.2,wisconsin,d_19891101,83.9,62,32,16.2,5.7,0,0,0,0,0,0
61,wyoming,d_19891101,28.2,19.2,7.3,3.9,1.2,10.9,3.9,0.2,0,0,0
0,alabama,d_19891201,0,0,0,0,0,100,95.1,57.9,32.7,13.3,0
1.7,arizona,d_19891201,97.1,93.7,71.3,55.1,25.3,1.2,0.9,0,0,0,0
29.1,arkansas,d_19891201,58.4,47.9,30,21.1,6.5,12.5,7.7,1.1,0,0,0
10.9,california,d_19891201,88.6,76.9,50.2,37.6,19,0.4,0.2,0,0,0,0
26.2,colorado,d_19891201,67.3,52.2,35.8,29.6,20.9,6.5,3.8,0,0,0,0
0,connecticut,d_19891201,0,0,0,0,0,100,100,97.2,88.9,53.5,0
0,delaware,d_19891201,0,0,0,0,0,100,100,100,75,24.5,0
0,district-of-columbia,d_19891201,0,0,0,0,0,100,100,33.6,0,0,0
42,florida,d_19891201,35.9,23,10.3,7.3,5.2,22.2,17.7,8.9,5.1,1.8,0
14.1,georgia,d_19891201,0.2,0,0,0,0,85.7,76.8,58.2,40.3,15.8,0
16.1,idaho,d_19891201,81.7,71.7,43.9,25.7,3.4,2.1,0.7,0,0,0,0
28.8,illinois,d_19891201,67.9,50.1,25,4.8,0.1,3.3,1.3,0.6,0.1,0,0
49.9,indiana,d_19891201,4.4,1.3,0.1,0,0,45.6,29.1,7.6,1,0,0
20.7,iowa,d_19891201,78.4,63.6,38.4,26.3,13.2,0.8,0,0,0,0,0
55.7,kansas,d_19891201,18.9,5.5,0.1,0,0,25.5,14.6,4.7,0.8,0,0
50.8,kentucky,d_19891201,6.5,2.8,0.3,0,0,42.9,31.6,19.1,12.4,2.6,0
25.7,louisiana,d_19891201,2.2,1.6,0.5,0,0,72,54.3,23.3,11.9,4.2,0
47.2,maine,d_19891201,6.4,0,0,0,0,46.4,25.5,0,0,0,0
17.7,maryland,d_19891201,0,0,0,0,0,82.4,73.9,52.3,25.7,0,0
0.2,massachusetts,d_19891201,0,0,0,0,0,99.9,91.8,62.1,33.5,4.6,0
29,michigan,d_19891201,59.9,54.4,34.8,19.9,4.2,11.2,3.4,0.1,0,0,0
23.9,minnesota,d_19891201,75.6,53,20.4,6.7,1.2,0.4,0,0,0,0,0
7.1,mississippi,d_19891201,0,0,0,0,0,92.9,74.4,26.1,9.8,1.7,0
11.3,missouri,d_19891201,88.7,74.5,44.2,28.7,8.5,0,0,0,0,0,0
42.1,montana,d_19891201,11.5,3.5,0.2,0,0,46.4,33.4,14.9,4.9,0.7,0
16.4,nebraska,d_19891201,83.3,68.2,48.6,37.8,26.1,0.2,0,0,0,0,0
32.1,nevada,d_19891201,63.5,48.5,27.5,16.2,5.1,4.5,1.9,0.1,0,0,0
5.8,new-hampshire,d_19891201,0,0,0,0,0,94.2,62.4,4.2,0.5,0,0
0,new-jersey,d_19891201,0,0,0,0,0,100,100,86.5,50.1,9.6,0
22.8,new-mexico,d_19891201,73.9,52.6,23.4,15.4,7.5,3.4,0.5,0,0,0,0
28.8,new-york,d_19891201,0.5,0,0,0,0,70.8,44.1,11.2,4.2,2.5,0
3.8,north-carolina,d_19891201,0,0,0,0,0,96.2,90.3,67.3,45.5,17.6,0
19.4,north-dakota,d_19891201,80.3,57.6,27.8,13.6,4.3,0.4,0,0,0,0,0
33.8,ohio,d_19891201,1.4,0,0,0,0,64.8,37.6,8.3,2.4,0,0
56.6,oklahoma,d_19891201,15.2,8,2.3,0.1,0,28.2,12.3,2.3,1.3,0.1,0
14.7,oregon,d_19891201,85.3,69.8,39.7,21,0.9,0,0,0,0,0,0
0,rhode-island,d_19891201,0,0,0,0,0,100,100,100,91.6,48.7,0
2.9,south-carolina,d_19891201,0,0,0,0,0,97.2,91.6,41.3,17,2.4,0
32.5,south-dakota,d_19891201,63.1,42.7,18.1,10.5,0.3,4.5,1.5,0,0,0,0
23.7,tennessee,d_19891201,1.2,0.3,0,0,0,75.2,68.6,49.2,30.4,11,0
33.2,texas,d_19891201,56,42.4,18.7,9,1.8,10.8,4.6,0.5,0.2,0,0
7.8,utah,d_19891201,92.2,87.4,67.9,52.4,26.2,0,0,0,0,0,0
17,vermont,d_19891201,0,0,0,0,0,82.9,72,5.8,0.1,0,0
3.5,virginia,d_19891201,0,0,0,0,0,96.6,89.6,63.3,40.9,17.1,0
28.1,washington,d_19891201,71.4,46.4,9.2,0.8,0,0.5,0,0,0,0,0
7.4,west-virginia,d_19891201,0.2,0,0,0,0,92.3,86.1,53,24.2,2.3,0
6.6,wisconsin,d_19891201,93.3,77.5,42,25.7,9.9,0,0,0,0,0,0
56.2,wyoming,d_19891201,36,22.4,8.6,5,1.7,7.8,2.6,0,0,0,0
0,alabama,d_19900101,0,0,0,0,0,100,100,95.4,78.7,40.3,0
2.9,arizona,d_19900101,96,88.1,52,29.6,7.6,1.2,0.8,0,0,0,0
39.6,arkansas,d_19900101,32,18.3,1.3,0,0,28.5,19.6,7.8,4.3,0,0
24,california,d_19900101,75.4,53.8,19.2,6.8,0.8,0.5,0.2,0,0,0,0
34.1,colorado,d_19900101,54.8,42.7,31.2,25.9,15.4,11.1,7.6,3.1,0.4,0,0
0,connecticut,d_19900101,0,0,0,0,0,99.9,99.9,99.2,95.2,77.2,0
0,delaware,d_19900101,0,0,0,0,0,99.9,99.9,84.8,62.4,0.3,0
0,district-of-columbia,d_19900101,0,0,0,0,0,100,100,64.7,0,0,0
28.9,florida,d_19900101,49.6,32.6,17,9.6,6.4,21.5,20.2,12.7,8.3,4.2,0
10,georgia,d_19900101,0.1,0,0,0,0,89.9,83.7,59.6,45.6,25.4,0
23.2,idaho,d_19900101,69.3,53.1,22,7.3,1.5,7.5,4.7,1.7,0,0,0
35.1,illinois,d_19900101,61.8,46.2,24,7.4,0,3.1,0.6,0,0,0,0
67,indiana,d_19900101,3.3,1.4,0.1,0,0,29.8,11.5,0.2,0,0,0
28.2,iowa,d_19900101,69,58.1,39.2,26.7,12.1,2.9,0.8,0,0,0,0
53.7,kansas,d_19900101,1.7,0.1,0,0,0,44.6,30.8,12.7,5.7,0.2,0
51.3,kentucky,d_19900101,2.6,0.3,0,0,0,46.1,34,18.9,10.2,1.4,0
4.5,louisiana,d_19900101,1.9,1.4,0.7,0.2,0,93.6,90.1,77.4,58.6,28.7,0
33.3,maine,d_19900101,0,0,0,0,0,66.7,40.3,5,0,0,0
7,maryland,d_19900101,0,0,0,0,0,93.1,83.7,58.6,28.2,0.5,0
0.2,massachusetts,d_19900101,0,0,0,0,0,99.7,93.4,77.8,46.2,15,0
29.1,michigan,d_19900101,49.5,37.3,16.7,5.9,0.4,21.3,5.1,0.3,0,0,0
24.9,minnesota,d_19900101,74,54,25.4,14.2,4.4,1.1,0,0,0,0,0
1.6,mississippi,d_19900101,0,0,0,0,0,98.5,96.8,81.6,65.3,37.5,0
30.9,missouri,d_19900101,68.7,43.1,12.5,4.5,0.6,0.4,0,0,0,0,0
46.5,montana,d_19900101,15.3,7.7,0.9,0.2,0,38.1,29.2,8.4,1.5,0.2,0
35.2,nebraska,d_19900101,61.3,50.7,35.6,27.4,14.5,3.5,0.8,0,0,0,0
44,nevada,d_19900101,49.2,32.8,7.5,1.2,0,6.7,2.1,0,0,0,0
2.5,new-hampshire,d_19900101,0,0,0,0,0,97.4,91.5,20.1,3.9,0,0
0,new-jersey,d_19900101,0,0,0,0,0,100,100,96.7,73.1,16.7,0
30.7,new-mexico,d_19900101,60.9,40.8,18.8,10.9,4.1,8.4,4.7,0.1,0,0,0
9.3,new-york,d_19900101,0,0,0,0,0,90.7,79.2,38.4,18.2,5.1,0
17.1,north-carolina,d_19900101,0,0,0,0,0,82.9,75.4,55.2,32.2,12.3,0
7,north-dakota,d_19900101,93.1,83,45.4,17.8,3,0,0,0,0,0,0
51.5,ohio,d_19900101,2.9,0.1,0,0,0,45.6,23,2.9,0.2,0,0
31.5,oklahoma,d_19900101,0.7,0,0,0,0,67.8,42.3,11.2,4.1,1,0
13.7,oregon,d_19900101,86.3,59.2,10.1,2.9,0,0.1,0,0,0,0,0
0,rhode-island,d_19900101,0,0,0,0,0,100,100,100,100,65.7,0
12.2,south-carolina,d_19900101,0.1,0,0,0,0,87.7,68.8,28.5,11.7,0.8,0
17.7,south-dakota,d_19900101,81.9,60.9,25.2,8.7,0.8,0.5,0,0,0,0,0
19.9,tennessee,d_19900101,0.7,0.1,0,0,0,79.3,69.1,48.5,37.7,15.3,0
